"PUBLICATION","SCENARIO","CATEGORY","PRODUCT","FLOW","UNIT","REGION","YEAR","VALUE"
"World Energy Outlook 2025","Historical","Energy","Coal","Total final consumption","EJ","World",2023,51.446
"World Energy Outlook 2025","Historical","Energy","Coal","Total final consumption","EJ","World",2024,51.133
"World Energy Outlook 2025","Current Policies Scenario","Energy","Coal","Total final consumption","EJ","World",2035,49.96
"World Energy Outlook 2025","Current Policies Scenario","Energy","Coal","Total final consumption","EJ","World",2040,49.718
"World Energy Outlook 2025","Current Policies Scenario","Energy","Coal","Total final consumption","EJ","World",2050,48.2
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Coal","Total final consumption","EJ","World",2035,46.224
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Coal","Total final consumption","EJ","World",2040,44.574
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Coal","Total final consumption","EJ","World",2050,40.034
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Coal","Total final consumption","EJ","World",2035,32.992
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Coal","Total final consumption","EJ","World",2040,21.942
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Coal","Total final consumption","EJ","World",2050,7.495
"World Energy Outlook 2025","Historical","Energy","District heat","Total final consumption","EJ","World",2010,11.597
"World Energy Outlook 2025","Historical","Energy","District heat","Total final consumption","EJ","World",2023,16.117
"World Energy Outlook 2025","Historical","Energy","District heat","Total final consumption","EJ","World",2024,16.438
"World Energy Outlook 2025","Current Policies Scenario","Energy","District heat","Total final consumption","EJ","World",2035,18.932
"World Energy Outlook 2025","Current Policies Scenario","Energy","District heat","Total final consumption","EJ","World",2040,19.206
"World Energy Outlook 2025","Current Policies Scenario","Energy","District heat","Total final consumption","EJ","World",2050,18.972
"World Energy Outlook 2025","Stated Policies Scenario","Energy","District heat","Total final consumption","EJ","World",2035,18.754
"World Energy Outlook 2025","Stated Policies Scenario","Energy","District heat","Total final consumption","EJ","World",2040,18.868
"World Energy Outlook 2025","Stated Policies Scenario","Energy","District heat","Total final consumption","EJ","World",2050,18.339
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","District heat","Total final consumption","EJ","World",2035,14.878
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","District heat","Total final consumption","EJ","World",2040,13.009
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","District heat","Total final consumption","EJ","World",2050,9.406
"World Energy Outlook 2025","Historical","Energy","Total","Industry","EJ","World",2010,142.153
"World Energy Outlook 2025","Historical","Energy","Total","Industry","EJ","World",2023,170.472
"World Energy Outlook 2025","Historical","Energy","Total","Industry","EJ","World",2024,174.089
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Industry","EJ","World",2035,204.642
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Industry","EJ","World",2040,214.357
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Industry","EJ","World",2050,229.088
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Industry","EJ","World",2035,197.426
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Industry","EJ","World",2040,203.363
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Industry","EJ","World",2050,209.935
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Industry","EJ","World",2035,179.551
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Industry","EJ","World",2040,172.92
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Industry","EJ","World",2050,157.816
"World Energy Outlook 2025","Historical","Energy","Electricity","Industry","EJ","World",2010,26.871
"World Energy Outlook 2025","Historical","Energy","Electricity","Industry","EJ","World",2023,38.722
"World Energy Outlook 2025","Historical","Energy","Electricity","Industry","EJ","World",2024,40.263
"World Energy Outlook 2025","Current Policies Scenario","Energy","Electricity","Industry","EJ","World",2035,49.542
"World Energy Outlook 2025","Current Policies Scenario","Energy","Electricity","Industry","EJ","World",2040,52.262
"World Energy Outlook 2025","Current Policies Scenario","Energy","Electricity","Industry","EJ","World",2050,57.049
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Electricity","Industry","EJ","World",2035,50.545
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Electricity","Industry","EJ","World",2040,53.147
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Electricity","Industry","EJ","World",2050,57.744
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Electricity","Industry","EJ","World",2035,58.082
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Electricity","Industry","EJ","World",2040,66.883
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Electricity","Industry","EJ","World",2050,78.161
"World Energy Outlook 2025","Historical","Energy","Total liquids","Industry","EJ","World",2010,28.941
"World Energy Outlook 2025","Historical","Energy","Total liquids","Industry","EJ","World",2023,32.954
"World Energy Outlook 2025","Historical","Energy","Total liquids","Industry","EJ","World",2024,33.825
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total liquids","Industry","EJ","World",2035,42.103
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total liquids","Industry","EJ","World",2040,44.646
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total liquids","Industry","EJ","World",2050,48.512
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total liquids","Industry","EJ","World",2035,39.996
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total liquids","Industry","EJ","World",2040,41.53
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total liquids","Industry","EJ","World",2050,42.988
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total liquids","Industry","EJ","World",2035,32.67
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total liquids","Industry","EJ","World",2040,29.871
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total liquids","Industry","EJ","World",2050,23.547
"World Energy Outlook 2025","Historical","Energy","Oil","Industry","EJ","World",2010,28.925
"World Energy Outlook 2025","Historical","Energy","Oil","Industry","EJ","World",2023,32.93
"World Energy Outlook 2025","Historical","Energy","Oil","Industry","EJ","World",2024,33.801
"World Energy Outlook 2025","Current Policies Scenario","Energy","Oil","Industry","EJ","World",2035,42.058
"World Energy Outlook 2025","Current Policies Scenario","Energy","Oil","Industry","EJ","World",2040,44.584
"World Energy Outlook 2025","Current Policies Scenario","Energy","Oil","Industry","EJ","World",2050,48.385
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Oil","Industry","EJ","World",2035,39.94
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Oil","Industry","EJ","World",2040,41.439
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Oil","Industry","EJ","World",2050,42.748
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Oil","Industry","EJ","World",2035,32.034
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Oil","Industry","EJ","World",2040,28.601
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Oil","Industry","EJ","World",2050,21.677
"World Energy Outlook 2025","Historical","Energy","Total gases","Industry","EJ","World",2010,23.642
"World Energy Outlook 2025","Historical","Energy","Total gases","Industry","EJ","World",2023,31.952
"World Energy Outlook 2025","Historical","Energy","Total gases","Industry","EJ","World",2024,33.001
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total gases","Industry","EJ","World",2035,41.278
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total gases","Industry","EJ","World",2040,44.234
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total gases","Industry","EJ","World",2050,49.435
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total gases","Industry","EJ","World",2035,38.899
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total gases","Industry","EJ","World",2040,40.635
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total gases","Industry","EJ","World",2050,43.378
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total gases","Industry","EJ","World",2035,31.457
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total gases","Industry","EJ","World",2040,27.57
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total gases","Industry","EJ","World",2050,20.394
"World Energy Outlook 2025","Historical","Energy","Biomethane","Industry","EJ","World",2010,0.003
"World Energy Outlook 2025","Historical","Energy","Biomethane","Industry","EJ","World",2023,0.116
"World Energy Outlook 2025","Historical","Energy","Biomethane","Industry","EJ","World",2024,0.138
"World Energy Outlook 2025","Current Policies Scenario","Energy","Biomethane","Industry","EJ","World",2035,0.387
"World Energy Outlook 2025","Current Policies Scenario","Energy","Biomethane","Industry","EJ","World",2040,0.623
"World Energy Outlook 2025","Current Policies Scenario","Energy","Biomethane","Industry","EJ","World",2050,1.415
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Biomethane","Industry","EJ","World",2035,0.524
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Biomethane","Industry","EJ","World",2040,0.917
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Biomethane","Industry","EJ","World",2050,2.228
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Biomethane","Industry","EJ","World",2035,1.133
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Biomethane","Industry","EJ","World",2040,2.179
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Biomethane","Industry","EJ","World",2050,4.134
"World Energy Outlook 2025","Historical","Energy","Hydrogen","Industry","EJ","World",2010,0
"World Energy Outlook 2025","Historical","Energy","Hydrogen","Industry","EJ","World",2023,0
"World Energy Outlook 2025","Historical","Energy","Hydrogen","Industry","EJ","World",2024,0.001
"World Energy Outlook 2025","Current Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2035,0.004
"World Energy Outlook 2025","Current Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2040,0.004
"World Energy Outlook 2025","Current Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2050,0.004
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2035,0.03
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2040,0.04
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2050,0.061
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Hydrogen","Industry","EJ","World",2035,1.251
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Hydrogen","Industry","EJ","World",2040,2.525
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Hydrogen","Industry","EJ","World",2050,4.279
"World Energy Outlook 2025","Historical","Energy","Natural gas: unabated","Industry","EJ","World",2010,20.854
"World Energy Outlook 2025","Historical","Energy","Natural gas: unabated","Industry","EJ","World",2023,28.262
"World Energy Outlook 2025","Historical","Energy","Natural gas: unabated","Industry","EJ","World",2024,29.204
"World Energy Outlook 2025","Current Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2035,36.35
"World Energy Outlook 2025","Current Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2040,38.78
"World Energy Outlook 2025","Current Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2050,42.763
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2035,33.837
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2040,34.874
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2050,35.838
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2035,23.631
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2040,15.555
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2050,3.261
"World Energy Outlook 2025","Historical","Energy","Natural gas: with CCUS","Industry","EJ","World",2010,0.008
"World Energy Outlook 2025","Historical","Energy","Natural gas: with CCUS","Industry","EJ","World",2023,0.029
"World Energy Outlook 2025","Historical","Energy","Natural gas: with CCUS","Industry","EJ","World",2024,0.028
"World Energy Outlook 2025","Current Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2035,0.069
"World Energy Outlook 2025","Current Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2040,0.069
"World Energy Outlook 2025","Current Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2050,0.069
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2035,0.08
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2040,0.093
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2050,0.124
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2035,1.252
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2040,3.182
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2050,5.204
"World Energy Outlook 2025","Historical","Energy","Total solid fuels","Industry","EJ","World",2010,57.423
"World Energy Outlook 2025","Historical","Energy","Total solid fuels","Industry","EJ","World",2023,58.294
"World Energy Outlook 2025","Historical","Energy","Total solid fuels","Industry","EJ","World",2024,58.255
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2035,61.717
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2040,62.952
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2050,63.889
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2035,58.12
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2040,58.009
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2050,56.057
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total solid fuels","Industry","EJ","World",2035,48.169
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total solid fuels","Industry","EJ","World",2040,40.003
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total solid fuels","Industry","EJ","World",2050,28.087
"World Energy Outlook 2025","Historical","Energy","Modern bioenergy: solid","Industry","EJ","World",2010,8.087
"World Energy Outlook 2025","Historical","Energy","Modern bioenergy: solid","Industry","EJ","World",2023,11.045
"World Energy Outlook 2025","Historical","Energy","Modern bioenergy: solid","Industry","EJ","World",2024,11.417
"World Energy Outlook 2025","Current Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2035,14.097
"World Energy Outlook 2025","Current Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2040,15.133
"World Energy Outlook 2025","Current Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2050,17.037
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2035,14.106
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2040,15.135
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2050,17.079
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2035,16.653
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2040,19.078
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2050,21.331
"World Energy Outlook 2025","Historical","Energy","Coal: unabated","Industry","EJ","World",2010,47.731
"World Energy Outlook 2025","Historical","Energy","Coal: unabated","Industry","EJ","World",2023,44.009
"World Energy Outlook 2025","Historical","Energy","Coal: unabated","Industry","EJ","World",2024,43.516
"World Energy Outlook 2025","Current Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2035,43.985
"World Energy Outlook 2025","Current Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2040,44.13
"World Energy Outlook 2025","Current Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2050,43.277
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2035,40.466
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2040,39.314
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2050,35.631
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Industry","EJ","World",2035,27.466
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Industry","EJ","World",2040,15.819
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Industry","EJ","World",2050,1.338
"World Energy Outlook 2025","Historical","Energy","Coal: with CCUS","Industry","EJ","World",2010,0
"World Energy Outlook 2025","Historical","Energy","Coal: with CCUS","Industry","EJ","World",2023,0.01
"World Energy Outlook 2025","Historical","Energy","Coal: with CCUS","Industry","EJ","World",2024,0.011
"World Energy Outlook 2025","Current Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2035,0.016
"World Energy Outlook 2025","Current Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2040,0.016
"World Energy Outlook 2025","Current Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2050,0.014
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2035,0.039
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2040,0.041
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2050,0.041
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2035,1.515
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2040,3.145
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2050,4.507
"World Energy Outlook 2025","Historical","Energy","District heat","Industry","EJ","World",2010,5.262
"World Energy Outlook 2025","Historical","Energy","District heat","Industry","EJ","World",2023,8.531
"World Energy Outlook 2025","Historical","Energy","District heat","Industry","EJ","World",2024,8.725
"World Energy Outlook 2025","Current Policies Scenario","Energy","District heat","Industry","EJ","World",2035,9.963
"World Energy Outlook 2025","Current Policies Scenario","Energy","District heat","Industry","EJ","World",2040,10.223
"World Energy Outlook 2025","Current Policies Scenario","Energy","District heat","Industry","EJ","World",2050,10.158
"World Energy Outlook 2025","Stated Policies Scenario","Energy","District heat","Industry","EJ","World",2035,9.768
"World Energy Outlook 2025","Stated Policies Scenario","Energy","District heat","Industry","EJ","World",2040,9.902
"World Energy Outlook 2025","Stated Policies Scenario","Energy","District heat","Industry","EJ","World",2050,9.536
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","District heat","Industry","EJ","World",2035,7.431
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","District heat","Industry","EJ","World",2040,5.947
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","District heat","Industry","EJ","World",2050,3.463
"World Energy Outlook 2025","Historical","Energy","Total","Chemicals","EJ","World",2010,37.132
"World Energy Outlook 2025","Historical","Energy","Total","Chemicals","EJ","World",2023,50.078
"World Energy Outlook 2025","Historical","Energy","Total","Chemicals","EJ","World",2024,51.659
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Chemicals","EJ","World",2035,63.875
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Chemicals","EJ","World",2040,67.479
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Chemicals","EJ","World",2050,71.707
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Chemicals","EJ","World",2035,61.201
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Chemicals","EJ","World",2040,63.548
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Chemicals","EJ","World",2050,64.9
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Chemicals","EJ","World",2035,55.36
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Chemicals","EJ","World",2040,54.745
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Chemicals","EJ","World",2050,50.378
"World Energy Outlook 2025","Historical","Energy","Total","Iron and steel","EJ","World",2010,31.13
"World Energy Outlook 2025","Historical","Energy","Total","Iron and steel","EJ","World",2023,36.513
"World Energy Outlook 2025","Historical","Energy","Total","Iron and steel","EJ","World",2024,36.307
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Iron and steel","EJ","World",2035,37.328
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Iron and steel","EJ","World",2040,38.047
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Iron and steel","EJ","World",2050,39.024
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Iron and steel","EJ","World",2035,35.692
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Iron and steel","EJ","World",2040,35.718
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Iron and steel","EJ","World",2050,34.941
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Iron and steel","EJ","World",2035,31.675
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Iron and steel","EJ","World",2040,29.209
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Iron and steel","EJ","World",2050,24.758
"World Energy Outlook 2025","Historical","Energy","Total","Non-metallic minerals: cement","EJ","World",2010,10.183
"World Energy Outlook 2025","Historical","Energy","Total","Non-metallic minerals: cement","EJ","World",2023,11.901
"World Energy Outlook 2025","Historical","Energy","Total","Non-metallic minerals: cement","EJ","World",2024,11.468
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Non-metallic minerals: cement","EJ","World",2035,11.752
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Non-metallic minerals: cement","EJ","World",2040,11.879
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Non-metallic minerals: cement","EJ","World",2050,11.669
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Non-metallic minerals: cement","EJ","World",2035,11.436
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Non-metallic minerals: cement","EJ","World",2040,11.412
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Non-metallic minerals: cement","EJ","World",2050,10.941
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Non-metallic minerals: cement","EJ","World",2035,11.106
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Non-metallic minerals: cement","EJ","World",2040,10.902
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Non-metallic minerals: cement","EJ","World",2050,9.494
"World Energy Outlook 2025","Historical","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2010,4.621
"World Energy Outlook 2025","Historical","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2023,6.986
"World Energy Outlook 2025","Historical","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2024,7.234
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2035,8.092
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2040,8.367
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2050,8.963
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2035,7.717
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2040,7.737
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2050,7.779
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2035,6.978
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2040,6.316
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Non-ferrous metals: aluminium","EJ","World",2050,5.486
"World Energy Outlook 2025","Historical","Energy","Total","Transport","EJ","World",2010,101.79
"World Energy Outlook 2025","Historical","Energy","Total","Transport","EJ","World",2023,122.823
"World Energy Outlook 2025","Historical","Energy","Total","Transport","EJ","World",2024,124.525
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Transport","EJ","World",2035,139.812
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Transport","EJ","World",2040,146.662
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total","Transport","EJ","World",2050,163.167
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Transport","EJ","World",2035,135.329
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Transport","EJ","World",2040,137.246
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Total","Transport","EJ","World",2050,143.666
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Transport","EJ","World",2035,101.872
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Transport","EJ","World",2040,87.169
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Total","Transport","EJ","World",2050,75.723
"World Energy Outlook 2025","Historical","Energy","Electricity","Transport","EJ","World",2010,0.975
"World Energy Outlook 2025","Historical","Energy","Electricity","Transport","EJ","World",2023,1.826
"World Energy Outlook 2025","Historical","Energy","Electricity","Transport","EJ","World",2024,2.007
"World Energy Outlook 2025","Current Policies Scenario","Energy","Electricity","Transport","EJ","World",2035,6.933
"World Energy Outlook 2025","Current Policies Scenario","Energy","Electricity","Transport","EJ","World",2040,9.461
"World Energy Outlook 2025","Current Policies Scenario","Energy","Electricity","Transport","EJ","World",2050,12.473
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Electricity","Transport","EJ","World",2035,8.057
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Electricity","Transport","EJ","World",2040,11.863
"World Energy Outlook 2025","Stated Policies Scenario","Energy","Electricity","Transport","EJ","World",2050,17.507
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Electricity","Transport","EJ","World",2035,13.199
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Electricity","Transport","EJ","World",2040,22.545
"World Energy Outlook 2025","Net Zero Emissions by 2050 Scenario","Energy","Electricity","Transport","EJ","World",2050,36.981
"World Energy Outlook 2025","Historical","Energy","Total liquids","Transport","EJ","World",2010,97.057
"World Energy Outlook 2025","Historical","Energy","Total liquids","Transport","EJ","World",2023,115.754
"World Energy Outlook 2025","Historical","Energy","Total liquids","Transport","EJ","World",2024,117.027
"World Energy Outlook 2025","Current Policies Scenario","Energy","Total liquids","Transport","EJ","World",2035,123.625
